"airport_name","city","country","IATA","ICAO","region"
"Tte Av Jorge Henrich Arauz","Trinidad","Bolivia","TDD","SLTR","America/La_Paz"
"Tcnl Rafael Pabon","Villa Montes","Bolivia",NA,"SLVM","America/La_Paz"
"Viru Viru Intl","Santa Cruz","Bolivia","VVI","SLVR","America/La_Paz"
"Yacuiba","Yacuiba","Bolivia","BYC","SLYA","America/La_Paz"
"Johan A Pengel Intl","Zandery","Suriname","PBM","SMJP","America/Paramaribo"
"Rochambeau","Cayenne","French Guiana","CAY","SOCA","America/Cayenne"
"St Georges De L Oyapock","St.-georges Oyapock","French Guiana",NA,"SOOG","America/Cayenne"
"Huancabamba","Huancabamba","Peru",NA,"SPAB","America/Lima"
"Alferez Vladimir Sara Bauer","Andoas","Peru",NA,"SPAS","America/Lima"
"Atalaya","Atalaya","Peru",NA,"SPAY","America/Lima"
"Seward Airport","Seward","United States","SWD",NA,"America/Anchorage"
"Iberia","Iberia","Peru",NA,"SPBR","America/Lima"
"Cap Fap David Abenzur Rengifo Intl","Pucallpa","Peru","PCL","SPCL","America/Lima"
"Teniente Jaime A De Montreuil Morales","Chimbote","Peru","CHM","SPEO","America/Lima"
"Puerto Esperanza","Puerto Esperanza","Peru",NA,"SPEP","America/Lima"
"Cesar Torke Podesta","Moquegua","Peru",NA,"SPEQ","America/Lima"
"Capt Jose A Quinones Gonzales Intl","Chiclayo","Peru","CIX","SPHI","America/Lima"
"Coronel Fap Alfredo Mendivil Duarte","Ayacucho","Peru","AYP","SPHO","America/Lima"
"Andahuaylas","Andahuaylas","Peru","ANS","SPHY","America/Lima"
"Comandante Fap German Arias Graziani","Anta","Peru","ATA","SPHZ","America/Lima"
"Jorge Chavez Intl","Lima","Peru","LIM","SPIM","America/Lima"
"Juanjui","Juanjui","Peru","JJI","SPJI","America/Lima"
"Francisco Carle","Jauja","Peru",NA,"SPJJ","America/Lima"
"Juliaca","Juliaca","Peru","JUL","SPJL","America/Lima"
"Michigan City Municipal Airport","Michigan City","United States","MGC","KMGC","America/Chicago"
"Ilo","Ilo","Peru",NA,"SPLO","America/Lima"
"Las Palmas","Las Palmas","Peru",NA,"SPLP","America/Lima"
"Pedro Canga","Tumbes","Peru","TBP","SPME","America/Lima"
"Moises Benzaquen Rengifo","Yurimaguas","Peru","YMS","SPMS","America/Lima"
"Collique","Collique","Peru",NA,"SPOL","America/Lima"
"Chachapoyas","Chachapoyas","Peru","CHH","SPPY","America/Lima"
"Coronel Francisco Secada Vignetta Intl","Iquitos","Peru","IQT","SPQT","America/Lima"
"Rodriguez Ballon","Arequipa","Peru","AQP","SPQU","America/Lima"
"San Ramon","San Ramon","Peru",NA,"SPRM","America/Lima"
"Capitan Carlos Martinez De Pinillos","Trujillo","Peru","TRU","SPRU","America/Lima"
"Pisco Intl","Pisco","Peru","PIO","SPSO","America/Lima"
"Cadete Guillermo Del Castillo Paredes","Tarapoto","Peru","TPP","SPST","America/Lima"
"Coronel Carlos Ciriani Santa Rosa Intl","Tacna","Peru","TCQ","SPTN","America/Lima"
"Padre Aldamiz","Puerto Maldonado","Peru","PEM","SPTU","America/Lima"
"Capitan Fap Guillermo Concha Iberico","Piura","Peru","PIU","SPUR","America/Lima"
"Capitan Montes","Talara","Peru","TYL","SPYL","America/Lima"
"Niijima Airport","Niijima","Japan",NA,"RJAN","Asia/Tokyo"
"Teniente Alejandro Velasco Astete Intl","Cuzco","Peru","CUZ","SPZO","America/Lima"
"Angel S Adami","Montevideo","Uruguay",NA,"SUAA","America/Montevideo"
"Santa Bernardina Intl","Durazno","Uruguay",NA,"SUDU","America/Montevideo"
"Carrasco Intl","Montevideo","Uruguay","MVD","SUMU","America/Montevideo"
"Nueva Hesperides Intl","Salto","Uruguay","STY","SUSO","America/Montevideo"
"Oswaldo Guevara Mujica","Acarigua","Venezuela","AGV","SVAC","America/Caracas"
"Anaco","Anaco","Venezuela","AAO","SVAN","America/Caracas"
"San Fernando De Atabapo","San Fernando Deatabapo","Venezuela",NA,"SVAT","America/Caracas"
"General Jose Antonio Anzoategui Intl","Barcelona","Venezuela","BLA","SVBC","America/Caracas"
"Barinas","Barinas","Venezuela","BNS","SVBI","America/Caracas"
"El Libertador Ab","Maracaibo","Venezuela",NA,"SVBL","America/Caracas"
"Barquisimeto Intl","Barquisimeto","Venezuela","BRM","SVBM","America/Caracas"
"Ciudad Bolivar","Ciudad Bolivar","Venezuela","CBL","SVCB","America/Caracas"
"Caicara Del Orinoco","Caicara De Orinoco","Venezuela",NA,"SVCD","America/Caracas"
"San Carlos","San Carlos","Venezuela",NA,"SVCJ","America/Caracas"
"Calabozo","Calabozo","Venezuela",NA,"SVCL","America/Caracas"
"Canaima","Canaima","Venezuela","CAJ","SVCN","America/Caracas"
"Carora","Carora","Venezuela",NA,"SVCO","America/Caracas"
"General Jose Francisco Bermudez","Carupano","Venezuela","CUP","SVCP","America/Caracas"
"Jose Leonardo Chirinos","Coro","Venezuela","CZE","SVCR","America/Caracas"
"Oscar Machado Zuloaga","Caracas","Venezuela",NA,"SVCS","America/Caracas"
"Antonio Jose De Sucre","Cumana","Venezuela","CUM","SVCU","America/Caracas"
"Capitan Manuel Rios Guarico Airbase","Carrizal","Venezuela",NA,"SVCZ","America/Caracas"
"El Dorado","El Dorado","Venezuela",NA,"SVED","America/Caracas"
"Elorza","Elorza","Venezuela",NA,"SVEZ","America/Caracas"
"Guasdualito","Guasdualito","Venezuela",NA,"SVGD","America/Caracas"
"Guiria","Guiria","Venezuela","GUI","SVGI","America/Caracas"
"Guanare","Guanare","Venezuela","GUQ","SVGU","America/Caracas"
"Higuerote","Higuerote","Venezuela",NA,"SVHG","America/Caracas"
"Andres Miguel Salazar Marcano","Isla De Coche","Venezuela",NA,"SVIE","America/Caracas"
"Josefa Camejo","Paraguana","Venezuela","LSP","SVJC","America/Caracas"
"San Juan De Los Morros","San Juan De Los Morros","Venezuela",NA,"SVJM","America/Caracas"
"La Fria","La Fria","Venezuela","LFR","SVLF","America/Caracas"
"La Orchila","La Orchila","Venezuela",NA,"SVLO","America/Caracas"
"La Chinita Intl","Maracaibo","Venezuela","MAR","SVMC","America/Caracas"
"Alberto Carnevalli","Merida","Venezuela","MRD","SVMD","America/Caracas"
"Del Caribe Intl Gen Santiago Marino","Porlamar","Venezuela","PMV","SVMG","America/Caracas"
"Simon Bolivar Intl","Caracas","Venezuela","CCS","SVMI","America/Caracas"
"Maturin","Maturin","Venezuela","MUN","SVMT","America/Caracas"
"Casique Aramare","Puerto Ayacucho","Venezuela","PYH","SVPA","America/Caracas"
"General Bartolome Salom Intl","Puerto Cabello","Venezuela","PBL","SVPC","America/Caracas"
"Paramillo","San Cristobal","Venezuela",NA,"SVPM","America/Caracas"
"General Manuel Carlos Piar","Guayana","Venezuela","PZO","SVPR","America/Caracas"
"Palmarito","Palmarito","Venezuela",NA,"SVPT","America/Caracas"
"San Antonio Del Tachira","San Antonio","Venezuela","SVZ","SVSA","America/Caracas"
"Santa Barbara De Barinas","Santa Barbara","Venezuela",NA,"SVSB","America/Caracas"
"Santa Elena De Uairen","Santa Ana De Uairen","Venezuela",NA,"SVSE","America/Caracas"
"Mayor Buenaventura Vivas","Santo Domingo","Venezuela","STD","SVSO","America/Caracas"
"Sub Teniente Nestor Arias","San Felipe","Venezuela","SFH","SVSP","America/Caracas"
"San Fernando De Apure","San Fernando De Apure","Venezuela","SFD","SVSR","America/Caracas"
"San Tome","San Tome","Venezuela","SOM","SVST","America/Caracas"
"Santa Barbara Del Zulia","Santa Barbara","Venezuela","STB","SVSZ","America/Caracas"
"Tucupita","Tucupita","Venezuela","TUV","SVTC","America/Caracas"
"Tumeremo","Tumeremo","Venezuela",NA,"SVTM","America/Caracas"
"Arturo Michelena Intl","Valencia","Venezuela","VLN","SVVA","America/Caracas"
"Flugplatz Hoexter Holzminden","Hoexter Holzminden","Germany",NA,"EDVI","Europe/Berlin"
"Dr Antonio Nicolas Briceno","Valera","Venezuela","VLV","SVVL","America/Caracas"
"Valle De La Pascua","Valle De La Pascua","Venezuela","VDP","SVVP","America/Caracas"
"Linden","Linden","Guyana",NA,"SYLD","America/Guyana"
"Lethem","Lethem","Guyana","LTM","SYLT","America/Guyana"
"V C Bird Intl","Antigua","Antigua and Barbuda","ANU","TAPA","America/Antigua"
"Grantley Adams Intl","Bridgetown","Barbados","BGI","TBPB","America/Barbados"
"Canefield","Canefield","Dominica","DCF","TDCF","America/Dominica"
"Melville Hall","Dominica","Dominica","DOM","TDPD","America/Dominica"
"Le Lamentin","Fort-de-france","Martinique","FDF","TFFF","America/Martinique"
"Grand Case","St. Martin","Guadeloupe","SFG","TFFG","\N"
"Le Raizet","Pointe-a-pitre","Guadeloupe","PTP","TFFR","America/Guadeloupe"
"Point Salines Intl","Point Salines","Grenada","GND","TGPY","America/Grenada"
"Cyril E King","St. Thomas","Virgin Islands","STT","TIST","America/St_Thomas"
"Henry E Rohlsen","St. Croix Island","Virgin Islands","STX","TISX","America/St_Thomas"
"Rafael Hernandez","Aguadilla","Puerto Rico","BQN","TJBQ","America/Puerto_Rico"
"Diego Jimenez Torres","Fajardo","Puerto Rico","FAJ","TJFA","America/Puerto_Rico"
"Fernando Luis Ribas Dominicci","San Juan","Puerto Rico","SIG","TJIG","America/Puerto_Rico"
"Eugenio Maria De Hostos","Mayaguez","Puerto Rico","MAZ","TJMZ","America/Puerto_Rico"
"Mercedita","Ponce","Puerto Rico","PSE","TJPS","America/Puerto_Rico"
"Luis Munoz Marin Intl","San Juan","Puerto Rico","SJU","TJSJ","America/Puerto_Rico"
"Robert L Bradshaw","Basse Terre","Saint Kitts and Nevis","SKB","TKPK","America/St_Kitts"
"Dinslaken Schwarze-Heide","Dinslaken","Germany",NA,"EDLD","Europe/Berlin"
"George F L Charles","Castries","Saint Lucia","SLU","TLPC","America/St_Lucia"
"Hewanorra Intl","Hewandorra","Saint Lucia","UVF","TLPL","America/St_Lucia"
"Reina Beatrix Intl","Oranjestad","Aruba","AUA","TNCA","America/Aruba"
"Flamingo","Kralendijk","Netherlands Antilles","BON","TNCB","America/Curacao"
"Hato","Willemstad","Netherlands Antilles","CUR","TNCC","America/Curacao"
"F D Roosevelt","Oranjestad","Netherlands Antilles","EUX","TNCE","America/Curacao"
"Princess Juliana Intl","Philipsburg","Netherlands Antilles","SXM","TNCM","America/Curacao"
"Wallblake","The Valley","Anguilla","AXA","TQPF","America/Anguilla"
"Crown Point","Scarborough","Trinidad and Tobago","TAB","TTCP","America/Port_of_Spain"
"Piarco","Port-of-spain","Trinidad and Tobago","POS","TTPP","America/Port_of_Spain"
"Terrance B Lettsome Intl","Tortola","British Virgin Islands","EIS","TUPJ","America/Tortola"
"Allakaket Airport","Allakaket","United States","AET","PFAL","America/Anchorage"
"Canouan","Canouan Island","Saint Vincent and the Grenadines","CIW","TVSC","America/St_Vincent"
"Mustique","Mustique","Saint Vincent and the Grenadines","MQS","TVSM","America/St_Vincent"
"E T Joshua","Kingstown","Saint Vincent and the Grenadines","SVD","TVSV","America/St_Vincent"
"Almaty","Alma-ata","Kazakhstan","ALA","UAAA","Asia/Qyzylorda"
"Balkhash","Balkhash","Kazakhstan",NA,"UAAH","Asia/Qyzylorda"
"Astana Intl","Tselinograd","Kazakhstan","TSE","UACC","Asia/Qyzylorda"
"Taraz","Dzhambul","Kazakhstan","DMB","UADD","Asia/Qyzylorda"
"Manas","Bishkek","Kyrgyzstan","FRU","UAFM","Asia/Bishkek"
"Osh","Osh","Kyrgyzstan","OSS","UAFO","Asia/Bishkek"
"Shymkent","Chimkent","Kazakhstan","CIT","UAII","Asia/Qyzylorda"
"Yakutat","Yakutat","United States","YAK","PAYA","\N"
"Uralsk","Uralsk","Kazakhstan","URA","UARR","Asia/Oral"
"Pavlodar","Pavlodar","Kazakhstan","PWQ","UASP","Asia/Qyzylorda"
"Semipalatinsk","Semiplatinsk","Kazakhstan","PLX","UASS","Asia/Qyzylorda"
"Aktau","Shevchenko","Kazakhstan",NA,"UATE","Asia/Oral"
"Aktyubinsk","Aktyubinsk","Kazakhstan","AKX","UATT","Asia/Oral"
"Heydar Aliyev","Baku","Azerbaijan","GYD","UBBB","Asia/Baku"
"Yakutsk","Yakutsk","Russia","YKS","UEEE","Asia/Yakutsk"
"Mirny","Mirnyj","Russia","MJZ","UERR","Asia/Yakutsk"
"Ignatyevo","Blagoveschensk","Russia","BQS","UHBB","Asia/Yakutsk"
"Novy","Khabarovsk","Russia","KHV","UHHH","Asia/Vladivostok"
"Sawyer International Airport","Marquette","United States","MQT","KMQT","America/New_York"
"Provideniya Bay","Provideniya Bay","Russia","PVS","UHMD","Asia/Magadan"
"Sokol","Magadan","Russia","GDX","UHMM","Asia/Magadan"
"Pevek","Pevek","Russia","PWE","UHMP","\N"
"Yelizovo","Petropavlovsk","Russia","PKC","UHPP","Asia/Magadan"
"Khomutovo","Yuzhno-sakhalinsk","Russia","UUS","UHSS","Asia/Vladivostok"
"Knevichi","Vladivostok","Russia","VVO","UHWW","Asia/Vladivostok"
"Kadala","Chita","Russia","HTA","UIAA","Asia/Yakutsk"
"Bratsk","Bratsk","Russia","BTK","UIBB","Asia/Irkutsk"
"Irkutsk","Irkutsk","Russia","IKT","UIII","Asia/Irkutsk"
"Mukhino","Ulan-ude","Russia","UUD","UIUU","Asia/Irkutsk"
"Boryspil Intl","Kiev","Ukraine","KBP","UKBB","Europe/Kiev"
"Donetsk Intl","Donetsk","Ukraine","DOK","UKCC","Europe/Kiev"
"Dnipropetrovsk Intl","Dnepropetrovsk","Ukraine","DNK","UKDD","Europe/Kiev"
"Simferopol Intl","Simferopol","Ukraine","SIP","UKFF","Europe/Kiev"
"Zhuliany Intl","Kiev","Ukraine","IEV","UKKK","Europe/Kiev"
"Lviv Intl","Lvov","Ukraine","LWO","UKLL","Europe/Kiev"
"Ford Airport","Iron Mountain","United States","IMT","KIMT","America/Chicago"
"Odesa Intl","Odessa","Ukraine","ODS","UKOO","Europe/Kiev"
"Pulkovo","St. Petersburg","Russia","LED","ULLI","Europe/Moscow"
"Murmansk","Murmansk","Russia","MMK","ULMM","Europe/Moscow"
"Gomel","Gomel","Belarus","GME","UMGG","Europe/Minsk"
"Vitebsk","Vitebsk","Belarus","VTB","UMII","Europe/Minsk"
"Khrabrovo","Kaliningrad","Russia","KGD","UMKK","Europe/Kaliningrad"
"Minsk 1","Minsk","Belarus","MHP","UMMM","Europe/Minsk"
"Minsk 2","Minsk 2","Belarus","MSQ","UMMS","Europe/Minsk"
"Abakan","Abakan","Russia","ABA","UNAA","Asia/Krasnoyarsk"
"Barnaul","Barnaul","Russia","BAX","UNBB","Asia/Omsk"
"Kemerovo","Kemorovo","Russia","KEJ","UNEE","Asia/Omsk"
"Omsk","Omsk","Russia","OMS","UNOO","Asia/Omsk"
"Pashkovskiy","Krasnodar","Russia","KRR","URKK","Europe/Moscow"
"Uytash","Makhachkala","Russia","MCX","URML","Europe/Moscow"
"Mineralnyye Vody","Mineralnye Vody","Russia","MRV","URMM","Europe/Moscow"
"Shpakovskoye","Stavropol","Russia","STW","URMT","Europe/Moscow"
"Rostov Na Donu","Rostov","Russia","ROV","URRR","Europe/Moscow"
"Sochi","Sochi","Russia","AER","URSS","Europe/Moscow"
"Astrakhan","Astrakhan","Russia","ASF","URWA","Europe/Moscow"
"Gumrak","Volgograd","Russia","VOG","URWW","Europe/Moscow"
"Balandino","Chelyabinsk","Russia","CEK","USCC","Asia/Yekaterinburg"
"Magnitogorsk","Magnetiogorsk","Russia","MQF","USCM","Asia/Yekaterinburg"
"Great Barrier Island","Claris","New Zealand","GBZ","NZGB","Pacific/Auckland"
"Nizhnevartovsk","Nizhnevartovsk","Russia","NJC","USNN","Asia/Yekaterinburg"
"Bolshoye Savino","Perm","Russia","PEE","USPP","Asia/Yekaterinburg"
"Surgut","Surgut","Russia","SGC","USRR","Asia/Yekaterinburg"
"Koltsovo","Yekaterinburg","Russia","SVX","USSS","Asia/Yekaterinburg"
"Ashgabat","Ashkhabad","Turkmenistan","ASB","UTAA","Asia/Ashgabat"
"Turkmenbashi","Krasnovodsk","Turkmenistan","KRW","UTAK","Asia/Ashgabat"
"Turkmenabat","Chardzhou","Turkmenistan",NA,"UTAV","Asia/Ashgabat"
"Dushanbe","Dushanbe","Tajikistan","DYU","UTDD","Asia/Dushanbe"
"Bukhara","Bukhara","Uzbekistan","BHK","UTSB","Asia/Samarkand"
"Samarkand","Samarkand","Uzbekistan","SKD","UTSS","Asia/Samarkand"
"Al Udeid AB","Doha","Qatar","IUD","OTBH","Asia/Qatar"
"Yuzhny","Tashkent","Uzbekistan","TAS","UTTT","Asia/Samarkand"
"Bryansk","Bryansk","Russia","BZK","UUBP","Europe/Moscow"
"Sheremetyevo","Moscow","Russia","SVO","UUEE","Europe/Moscow"
"Migalovo","Tver","Russia","KLD","UUEM","Europe/Moscow"
"Chertovitskoye","Voronezh","Russia","VOZ","UUOO","Europe/Moscow"
"Vnukovo","Moscow","Russia","VKO","UUWW","Europe/Moscow"
"Syktyvkar","Syktyvkar","Russia","SCW","UUYY","Europe/Moscow"
"Kazan","Kazan","Russia","KZN","UWKD","Europe/Moscow"
"Orenburg","Orenburg","Russia","REN","UWOO","Asia/Yekaterinburg"
"Ufa","Ufa","Russia","UFA","UWUU","Asia/Yekaterinburg"
"Kurumoch","Samara","Russia","KBY","UWWW","Europe/Moscow"
"Ahmedabad","Ahmedabad","India","AMD","VAAH","Asia/Calcutta"
"Akola","Akola","India","AKD","VAAK","Asia/Calcutta"
"Aurangabad","Aurangabad","India","IXU","VAAU","Asia/Calcutta"
"Chhatrapati Shivaji Intl","Mumbai","India","BOM","VABB","Asia/Calcutta"
"Bilaspur","Bilaspur","India","PAB","VABI","Asia/Calcutta"
"Bhuj","Bhuj","India","BHJ","VABJ","Asia/Calcutta"
"Belgaum","Belgaum","India","IXG","VABM","Asia/Calcutta"
"Vadodara","Baroda","India","BDQ","VABO","Asia/Calcutta"
"Bhopal","Bhopal","India","BHO","VABP","Asia/Calcutta"
"Bhavnagar","Bhaunagar","India","BHU","VABV","Asia/Calcutta"
"Daman","Daman","India","NMB","VADN","Asia/Calcutta"
"Deesa","Deesa","India",NA,"VADS","Asia/Calcutta"
"Guna","Guna","India",NA,"VAGN","Asia/Calcutta"
"Goa","Goa","India","GOI","VAGO","Asia/Calcutta"
"Devi Ahilyabai Holkar","Indore","India","IDR","VAID","Asia/Calcutta"
"Jabalpur","Jabalpur","India","JLR","VAJB","Asia/Calcutta"
"Jamnagar","Jamnagar","India","JGA","VAJM","Asia/Calcutta"
"Kandla","Kandla","India","IXY","VAKE","Asia/Calcutta"
"Khajuraho","Khajuraho","India","HJR","VAKJ","Asia/Calcutta"
"Kolhapur","Kolhapur","India","KLH","VAKP","Asia/Calcutta"
"Keshod","Keshod","India","IXK","VAKS","Asia/Calcutta"
"Dr Ambedkar Intl","Nagpur","India","NAG","VANP","Asia/Calcutta"
"Nasik Road","Nasik Road","India","ISK","VANR","Asia/Calcutta"
"Pune","Pune","India","PNQ","VAPO","Asia/Calcutta"
"Porbandar","Porbandar","India","PBD","VAPR","Asia/Calcutta"
"Rajkot","Rajkot","India","RAJ","VARK","Asia/Calcutta"
"Raipur","Raipur","India","RPR","VARP","Asia/Calcutta"
"Sholapur","Sholapur","India","SSE","VASL","Asia/Calcutta"
"Surat","Surat","India","STV","VASU","Asia/Calcutta"
"Udaipur","Udaipur","India","UDR","VAUD","Asia/Calcutta"
"Bandaranaike Intl Colombo","Colombo","Sri Lanka","CMB","VCBI","Asia/Colombo"
"Anuradhapura","Anuradhapura","Sri Lanka",NA,"VCCA","Asia/Colombo"
"Batticaloa","Batticaloa","Sri Lanka",NA,"VCCB","Asia/Colombo"
"Colombo Ratmalana","Colombo","Sri Lanka","RML","VCCC","Asia/Colombo"
"Amparai","Galoya","Sri Lanka","GOY","VCCG","Asia/Colombo"
"Kankesanturai","Jaffna","Sri Lanka","JAF","VCCJ","Asia/Colombo"
"China Bay","Trinciomalee","Sri Lanka","TRR","VCCT","Asia/Colombo"
"Kirkuk AB","Kirkuk","Iraq","KIK","ORKK","Asia/Baghdad"
"Kampong Chhnang","Kompong Chnang","Cambodia",NA,"VDKH","Asia/Phnom_Penh"
"Phnom Penh Intl","Phnom-penh","Cambodia","PNH","VDPP","Asia/Phnom_Penh"
"Siem Reap","Siem-reap","Cambodia","REP","VDSR","Asia/Phnom_Penh"
"Stung Treng","Stung Treng","Cambodia",NA,"VDST","Asia/Phnom_Penh"
"Along","Along","India",NA,"VEAN","Asia/Calcutta"
"Agartala","Agartala","India","IXA","VEAT","Asia/Calcutta"
"Aizawl","Aizwal","India","AJL","VEAZ","Asia/Calcutta"
"Bagdogra","Baghdogra","India","IXB","VEBD","Asia/Calcutta"
"Bokaro","Bokaro","India",NA,"VEBK","Asia/Calcutta"
"Bhubaneshwar","Bhubaneswar","India","BBI","VEBS","Asia/Calcutta"
"Netaji Subhash Chandra Bose Intl","Kolkata","India","CCU","VECC","Asia/Calcutta"
"Cooch Behar","Cooch-behar","India","COH","VECO","Asia/Calcutta"
"Dhanbad","Dhanbad","India","DBD","VEDB","Asia/Calcutta"
"Delta County Airport","Escanaba","United States","ESC","KESC","America/New_York"
"Gaya","Gaya","India","GAY","VEGY","Asia/Calcutta"
"Hirakud","Hirakud","India",NA,"VEHK","Asia/Calcutta"
"Imphal","Imphal","India","IMF","VEIM","Asia/Calcutta"
"Jharsuguda","Jharsuguda","India",NA,"VEJH","Asia/Calcutta"
"Jamshedpur","Jamshedpur","India","IXW","VEJS","Asia/Calcutta"
"Jorhat","Jorhat","India","JRH","VEJT","Asia/Calcutta"
"Kailashahar","Kailashahar","India","IXH","VEKR","Asia/Calcutta"
"Silchar","Silchar","India","IXS","VEKU","Asia/Calcutta"
"Lilabari","Lilabari","India","IXI","VELR","Asia/Calcutta"
"Dibrugarh","Mohanbari","India","MOH","VEMN","Asia/Calcutta"
"Muzaffarpur","Mazuffarpur","India",NA,"VEMZ","Asia/Calcutta"
"Nawapara","Nawapara","India",NA,"VENP","Asia/Calcutta"
"Panagarh","Panagarh","India",NA,"VEPH","Asia/Calcutta"
"Patna","Patina","India","PAT","VEPT","Asia/Calcutta"
"Purnea","Purnea","India",NA,"VEPU","Asia/Calcutta"
"Birsa Munda","Ranchi","India","IXR","VERC","Asia/Calcutta"
"Rourkela","Rourkela","India","RRK","VERK","Asia/Calcutta"
"Utkela","Utkela","India",NA,"VEUK","Asia/Calcutta"
"Vishakhapatnam","Vishakhapatnam","India","VTZ","VEVZ","Asia/Calcutta"
"Zero","Zero","India",NA,"VEZO","Asia/Calcutta"
"Coxs Bazar","Cox's Bazar","Bangladesh","CXB","VGCB","Asia/Dhaka"
"Shah Amanat Intl","Chittagong","Bangladesh","CGP","VGEG","Asia/Dhaka"
"Ishurdi","Ishurdi","Bangladesh","IRD","VGIS","Asia/Dhaka"
"Jessore","Jessore","Bangladesh","JSR","VGJR","Asia/Dhaka"
"Shah Mokhdum","Rajshahi","Bangladesh","RJH","VGRJ","Asia/Dhaka"
"Saidpur","Saidpur","Bangladesh","SPD","VGSD","Asia/Dhaka"
"Osmany Intl","Sylhet Osmani","Bangladesh","ZYL","VGSY","Asia/Dhaka"
"Tejgaon","Dhaka","Bangladesh",NA,"VGTJ","Asia/Dhaka"
"Zia Intl","Dhaka","Bangladesh","DAC","VGZR","Asia/Dhaka"
"Hong Kong Intl","Hong Kong","Hong Kong","HKG","VHHH","Asia/Hong_Kong"
"Sek Kong","Sek Kong","Hong Kong",NA,"VHSK","Asia/Hong_Kong"
"Agra","Agra","India","AGR","VIAG","Asia/Calcutta"
"Allahabad","Allahabad","India","IXD","VIAL","Asia/Calcutta"
"Amritsar","Amritsar","India","ATQ","VIAR","Asia/Calcutta"
"Nal","Bikaner","India",NA,"VIBK","Asia/Calcutta"
"Bakshi Ka Talab","Bakshi Ka Talab","India",NA,"VIBL","Asia/Calcutta"
"Varanasi","Varanasi","India","VNS","VIBN","Asia/Calcutta"
"Kullu Manali","Kulu","India","KUU","VIBR","Asia/Calcutta"
"Bhatinda","Bhatinda","India",NA,"VIBT","Asia/Calcutta"
"Bhiwani","Bhiwani","India",NA,"VIBW","Asia/Calcutta"
"Bareilly","Bareilly","India",NA,"VIBY","Asia/Calcutta"
"Chandigarh","Chandigarh","India","IXC","VICG","Asia/Calcutta"
"Kanpur Chakeri","Kanpur","India",NA,"VICX","Asia/Calcutta"
"Safdarjung","Delhi","India",NA,"VIDD","Asia/Calcutta"
"Dehradun","Dehra Dun","India","DED","VIDN","Asia/Calcutta"
"Indira Gandhi Intl","Delhi","India","DEL","VIDP","Asia/Calcutta"
"Gwalior","Gwalior","India","GWL","VIGR","Asia/Calcutta"
